gene_id;OxvsUn_log2FoldChange;OxvsUn_padj;LorvsUn_log2FoldChange;LorvsUn_padj;Cmpd8vsUn_log2FoldChange;Cmpd8vsUn_padj;Cmpd8_OxvsUn_log2FoldChange;Cmpd8_OxvsUn_padj;Lor_OxvsUn_log2FoldChange;Lor_OxvsUn_padj;OxvsCmpd8_log2FoldChange;OxvsCmpd8_padj;Cmpd8_OxvsOx_log2FoldChange;Cmpd8_OxvsOx_padj;Lor_OxvsOx_log2FoldChange;Lor_OxvsOx_padj;OxvsLor_log2FoldChange;OxvsLor_padj;Cmpd8vsLor_log2FoldChange;Cmpd8vsLor_padj;Cmpd8_OxvsLor_log2FoldChange;Cmpd8_OxvsLor_padj;Lor_OxvsLor_log2FoldChange;Lor_OxvsLor_padj;Cmpd8_OxvsCmpd8_log2FoldChange;Cmpd8_OxvsCmpd8_padj;Lor_OxvsCmpd8_log2FoldChange;Lor_OxvsCmpd8_padj;Lor_OxvsCmpd8_Ox_log2FoldChange;Lor_OxvsCmpd8_Ox_padj;gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;gene_description;tf_family
Novel00407;-0.062576295;0.998919387;-0.309010343;1;-0.169416578;0.999892985;-0.305656071;0.899818444;-0.178751863;0.919986494;0.106636921;0.999998795;-0.239337637;0.989089165;-0.11520493;0.967306292;0.24384807;1;0.138072925;1;-0.003173931;0.999777863;0.121357566;1;-0.140312296;0.999670027;-0.013700031;0.997199325;0.111674849;0.973018464;Novel00407;NC_002745.2;2243582;2243776;+;195;-;PF04307:LexA-binding, inner membrane-associated putative hydrolase;-
SA_RS11380;-0.007055634;0.998919387;-0.312298136;0.875157513;-0.10979307;0.999892985;-0.330929918;0.873084471;-0.338050524;0.742083604;0.101250236;0.999998795;-0.315083173;0.960400601;-0.33425213;0.711249568;0.307237538;0.810175653;0.203353968;0.978319004;-0.020516399;0.999777863;-0.03234855;0.981629414;-0.218987019;0.999670027;-0.227955494;0.849180812;-0.025140738;0.986741719;ABD31449.1;NC_002745.2;2244025;2244285;+;261;protein_coding;hypothetical protein && -;-
SA_RS11385;-0.259590112;0.998919387;-0.050693527;0.995311103;-0.125872794;0.999892985;0.363384331;0.770061527;-0.017399618;0.986762771;-0.131577475;0.999998795;0.627262237;0.616405491;0.244396572;0.796434569;-0.209913991;0.900274602;-0.076559332;0.995832088;0.404419536;0.999777863;0.020461207;0.989963221;0.484540413;0.999670027;0.104245605;0.935672787;-0.391936013;0.343480821;ABD31450.1;NC_002745.2;2244354;2245724;-;1371;protein_coding;YjiH family protein && PF07670:Nucleoside recognition;-
SA_RS11390;-0.081290454;0.998919387;0.328209302;0.62840099;0.705468176;0.623262981;0.513042444;0.351758408;-0.771221764;0.268221314;-0.783142435;0.577212492;0.599236433;0.526367513;-0.689903119;0.425481742;-0.407252376;0.658181893;0.37771597;0.73226883;0.179177033;0.999777863;-1.110368584;0.165929342;-0.193509197;0.999670027;-1.47382173;0.01839439;-1.297582323;0.050742756;ABD31451.1;NC_002745.2;2245960;2246928;-;969;protein_coding;iron chelate uptake ABC transporter family permease subunit && PF01032:FecCD transport family;-
SA_RS11395;-0.247178391;0.998919387;0.433045017;0.285543782;0.846611934;0.289353161;0.899868435;0.002222478;-0.45140755;0.363309951;-1.090932702;0.064323427;1.152817971;0.000540921;-0.205486347;0.796434569;-0.680210855;0.12168338;0.412875315;0.763574345;0.461804251;0.739742027;-0.895555852;0.098116134;0.053948364;0.999670027;-1.297148612;0.011546127;-1.368167524;0.000798207;ABD31452.1;NC_002745.2;2246925;2247956;-;1032;protein_coding;iron ABC transporter permease && PF01032:FecCD transport family;-
SA_RS11400;0.503900222;0.998919387;0.674041299;0.156140257;1.120696749;0.006559897;1.343621848;0.00000531;0.059908191;0.936598668;-0.615120546;0.548246232;0.845657246;0.044125085;-0.443579181;0.461869518;-0.170653719;0.854979457;0.445909723;0.625573583;0.663480878;0.332202239;-0.625034811;0.388966467;0.221384342;0.999670027;-1.061108558;0.019786362;-1.298990674;0.001076847;ABD31453.1;NC_002745.2;2247968;2248951;-;984;protein_coding;Fe(3+) dicitrate ABC transporter substrate-binding protein && PF01497:Periplasmic binding protein;Peripla_BP_2
SA_RS11405;1.022682885;1;0.022100439;1;1.358900884;1;1.52568499;1;;;-0.341829309;1;0.495626765;1;-1.813134848;1;1.002039164;1;1.341905023;1;1.510809536;0.999777863;;;0.161015098;1;-2.16809962;1;-2.336959709;1;ABD31454.1;NC_002745.2;2249117;2249242;+;126;protein_coding;hypothetical protein && -;-
SA_RS11410;0.059747142;0.998919387;0.298453663;0.593318958;0.297223474;0.999892985;0.459941338;0.232152128;-0.470631806;0.193211369;-0.237099386;0.999998795;0.405200538;0.722064671;-0.534497305;0.287710476;-0.238048383;0.788727844;-0.000622446;0.999658797;0.156085397;0.999777863;-0.781302164;0.067608109;0.161457588;0.999670027;-0.768384941;0.072081059;-0.946998941;0.002430336;sfaC;NC_002745.2;2249343;2250413;-;1071;protein_coding;staphyloferrin A biosynthesis protein SfaC && PF01168:Alanine racemase, N-terminal domain;Ala_racemase_N
SA_RS11415;-0.175650261;0.998919387;0.390721314;0.617893929;0.088864993;0.999892985;0.384764593;0.577299093;-0.212870782;0.652886551;-0.264722065;0.999998795;0.567693797;0.4226867;-0.038624262;0.966335677;-0.563610534;0.438048341;-0.299693798;0.910601038;-0.010516429;0.999777863;-0.614447814;0.4244161;0.295065322;0.999670027;-0.301066688;0.651543295;-0.613122584;0.250985532;sfaB;NC_002745.2;2250420;2252177;-;1758;protein_coding;staphyloferrin A synthetase SfaB && PF04183:IucA / IucC family|PF06276:Ferric iron reductase FhuF-like transporter;-
SA_RS11420;-0.378837076;0.998919387;0.33472157;0.754868208;-0.163730384;0.999892985;0.274986782;0.865542532;0.156387805;0.852812681;-0.215152197;0.999998795;0.659798183;0.766516192;0.530258215;0.532054834;-0.715305648;0.464506234;-0.498161583;0.68284537;-0.065035719;0.999777863;-0.191324093;0.836964585;0.439458782;0.999670027;0.321075602;0.647313428;-0.135231542;0.929216214;sfaA;NC_002745.2;2252164;2253357;-;1194;protein_coding;staphyloferrin A export MFS transporter && PF05977:Transmembrane secretion effector;-
SA_RS11425;0.071344381;0.998919387;0.215530906;0.754868208;0.161635442;0.999892985;0.308200522;0.682214436;0.246905378;0.653355717;-0.090074997;0.999998795;0.242506061;0.928783903;0.176304826;0.819158281;-0.144039379;0.873153294;-0.053585571;0.995832088;0.087097337;0.999777863;0.020265346;0.986192872;0.143797039;0.999670027;0.08192435;0.925028539;-0.076422778;0.949260456;sfaD;NC_002745.2;2253459;2255435;+;1977;protein_coding;D-ornithinecitrate ligase SfaD && PF06276:Ferric iron reductase FhuF-like transporter|PF04183:IucA / IucC family;-
Novel00408;-0.59139201;0.998919387;-1.016543735;1;-0.707357366;0.999892985;-0.39465763;0.907337125;-1.16272844;0.230605879;0.11415949;0.999998795;0.212299742;0.993095108;-0.574266798;0.645769316;0.428474931;1;0.313412679;1;0.617332477;0.999777863;-0.159566335;1;0.31415269;0.999670027;-0.454901531;0.774049713;-0.795459374;0.764482042;Novel00408;NC_002745.2;2255575;2257072;+;1498;-;PF03780:Asp23 family, cell envelope-related function|PF10031:Small integral membrane protein (DUF2273);-
SA_RS11430;-0.216265574;0.998919387;-0.553238446;0.685395473;-0.392521052;0.999892985;-0.415985913;0.801845311;-0.715032664;0.329388675;0.172501148;0.999998795;-0.189396018;0.989089165;-0.502233994;0.461249711;0.340143523;0.796758802;0.164278159;0.986079059;0.133904576;0.999777863;-0.171882403;0.922988566;-0.023770718;0.999670027;-0.323672927;0.827745901;-0.319018106;0.847680422;asp23;NC_002745.2;2255596;2256105;-;510;protein_coding;Asp23/Gls24 family envelope stress response protein && PF03780:Asp23 family, cell envelope-related function;-
SA_RS11435;-0.176938177;0.998919387;-0.440154036;0.706701162;-0.35058601;0.999892985;-0.623591777;0.388220385;-1.217887642;0.001452003;0.169376807;0.999998795;-0.435555495;0.79121769;-1.0409733;0.008815336;0.266700048;0.846137286;0.093379524;0.995832088;-0.186294525;0.999777863;-0.78823058;0.418767374;-0.27405057;0.999670027;-0.869079092;0.353740463;-0.613356752;0.334631351;ABD31463.1;NC_002745.2;2256168;2256407;-;240;protein_coding;DUF2273 domain-containing protein && PF10031:Small integral membrane protein (DUF2273);-
SA_RS11440;-0.293217125;0.998919387;-0.569911665;0.621488659;-0.417928851;0.999892985;-0.604070576;0.561018519;-1.119852211;0.017134117;0.121413926;0.999998795;-0.300480955;0.929792764;-0.828273455;0.021307824;0.279626716;0.8253653;0.155241349;0.985653232;-0.037975244;0.999777863;-0.561989352;0.580928484;-0.186787823;0.999670027;-0.702794947;0.458970124;-0.534652891;0.470383449;amaP;NC_002745.2;2256420;2256956;-;537;protein_coding;alkaline shock response membrane anchor protein AmaP && -;-
SA_RS11445;-0.218287332;0.998919387;-0.575240701;0.602767849;-0.208300371;0.999892985;-0.097670259;0.956804651;-0.591906207;0.319306031;-0.011969366;0.999998795;0.131400028;0.989089165;-0.37527363;0.461249711;0.359912107;0.746682063;0.369594782;0.946667637;0.473766865;0.999777863;-0.02628008;0.988573935;0.11133218;0.999670027;-0.38164692;0.753361281;-0.513057678;0.649443927;ABD31465.1;NC_002745.2;2257131;2258693;-;1563;protein_coding;BCCT family transporter && PF02028:BCCT, betaine/carnitine/choline family transporter;-
Novel00409;-0.468373883;1;-0.802670622;1;-0.012261683;0.999892985;0.32803888;0.888808861;0.677616219;1;-0.463031931;0.999998795;0.800992313;0.947106603;1.156243187;1;0.332747507;1;0.792636101;1;1.120293646;0.999777863;1.466595686;1;0.335062536;0.999670027;0.686049063;1;0.337074168;1;Novel00409;NC_002745.2;2257179;2258686;+;1508;-;PF02028:BCCT, betaine/carnitine/choline family transporter;-
SA_RS11450;0.460087163;0.813808344;0.346304968;0.385710263;0.207210297;0.999892985;0.539989757;0.190518866;0.632751369;0.074708986;0.251171718;0.999998795;0.08734482;0.989089165;0.171320654;0.740360695;0.114179416;0.835473386;-0.138160473;0.96498462;0.188633537;0.999777863;0.275902051;0.613461519;0.33136433;0.999670027;0.42477564;0.45243632;0.07626988;0.940205492;ABD31466.1;NC_002745.2;2259001;2260008;-;1008;protein_coding;zinc-binding alcohol dehydrogenase family protein && PF08240:Alcohol dehydrogenase GroES-like domain|PF00107:Zinc-binding dehydrogenase;ADH_zinc_N
SA_RS11455;0.305712102;0.998919387;0.747291015;0.353025047;0.29181554;0.999892985;0.932229011;0.265415055;1.123388274;0.035204412;0.011892625;0.999998795;0.634068228;0.67281734;0.812938686;0.149107464;-0.440419568;0.664333175;-0.453393025;0.849763006;0.179929385;0.999777863;0.364992539;0.701275209;0.639527068;0.999670027;0.830504038;0.193115864;0.173610818;0.904120435;ABD31467.1;NC_002745.2;2260243;2261244;-;1002;protein_coding;NADP-dependent oxidoreductase && PF00107:Zinc-binding dehydrogenase|PF16884:N-terminal domain of oxidoreductase;ADH_zinc_N
Novel00410;-1.761342056;1;0.025418103;1;-0.55624918;1;0.259057352;1;1.724782127;1;-1.170542777;1;2.024646805;1;3.481823861;1;-1.784009685;1;-0.586762078;1;0.233356109;0.999777863;1.688756807;1;0.832284937;1;2.290609129;1;1.450747432;1;Novel00410;NC_002745.2;2260354;2260718;+;365;-;PF00107:Zinc-binding dehydrogenase;ADH_zinc_N
Novel00411;-1.445884241;1;-2.210854892;1;-0.098346311;1;-1.63661151;1;1.952676006;1;-1.348019412;1;-0.174024213;1;3.396445808;1;0.78726031;1;2.110640672;1;0.613325107;0.999777863;4.118537542;1;-1.533686055;1;2.053861118;1;3.573330098;1;Novel00411;NC_002745.2;2261163;2261258;+;96;-;-;-
SA_RS11460;0.095875354;0.998919387;0.44580036;0.645033519;0.310781081;0.999892985;0.649405349;0.51141919;1.008272243;0.10568488;-0.217522433;0.999998795;0.561669472;0.725283279;0.907567478;0.152995069;-0.350978886;0.729969065;-0.134155719;0.978319004;0.198571509;0.999777863;0.550483101;0.505866992;0.338224175;0.999670027;0.696037334;0.318664579;0.339835197;0.75256592;ABD31468.1;NC_002745.2;2261522;2262391;-;870;protein_coding;alpha/beta hydrolase && PF06028:Alpha/beta hydrolase of unknown function (DUF915);-
SA_RS11465;-0.292640185;0.998919387;-0.420049595;0.922740262;-1.031772631;0.999892985;-1.693479034;0.444609692;-1.671267466;0.2279101;0.740690029;0.999998795;-1.3947116;0.685669622;-1.388811585;0.347164953;0.131816681;0.973385852;-0.608724515;0.935622036;-1.277256074;0.999777863;-1.265078704;0.527151078;-0.65843757;0.999670027;-0.632356051;0.712751781;0.004889495;0.998106434;lacG;NC_002745.2;2262657;2264069;-;1413;protein_coding;6-phospho-beta-galactosidase && PF00232:Glycosyl hydrolase family 1;Glyco_hydro_1
Novel00412;0.173325688;0.998919387;-0.482448699;0.821924575;-0.431441877;0.999892985;-0.477195252;0.824952562;0.019967264;0.990846234;0.604095113;0.999998795;-0.64510071;0.905195409;-0.146029188;0.949402618;0.652548019;0.750426928;0.049177953;0.995832088;-0.00377864;0.999777863;0.491576526;0.78330586;-0.052351814;0.999670027;0.443766453;0.75496323;0.486385889;0.733217523;Novel00412;NC_002745.2;2262702;2269017;+;6316;-;PF00294:pfkB family carbohydrate kinase|PF00232:Glycosyl hydrolase family 1|PF01791:DeoC/LacD family aldolase|PF02378:Phosphotransferase system, EIIC|PF02302:PTS system, Lactose/Cellobiose specific IIB subunit|PF02502:Ribose/Galactose Isomerase|PF02255:PTS system, Lactose/Cellobiose specific IIA subunit;Glyco_hydro_1
SA_RS11470;-0.398852589;0.998919387;-0.360180258;0.939585244;-1.190549805;0.999892985;-2.062249291;0.250743266;-1.732998427;0.184727554;0.792544946;0.999998795;-1.657407391;0.477216123;-1.344688117;0.336594851;-0.034889861;0.993629064;-0.827191133;0.903292425;-1.706440297;0.792712993;-1.388231332;0.481462179;-0.869242068;0.999670027;-0.536692293;0.755758309;0.311280101;0.904120435;ABD31470.1;NC_002745.2;2264087;2265799;-;1713;protein_coding;lactose-specific PTS transporter subunit EIIC && PF02378:Phosphotransferase system, EIIC|PF02302:PTS system, Lactose/Cellobiose specific IIB subunit;PTS_IIB
SA_RS11475;-0.33811189;0.998919387;-0.294616789;0.9556919;-1.41327754;0.999892985;-2.326327406;0.181550389;-1.656915877;0.217834744;1.075409841;0.998626854;-1.982157036;0.332483666;-1.329741102;0.340846089;-0.04038954;0.993629064;-1.115349566;0.831547606;-2.03692134;0.651250931;-1.378728592;0.488945456;-0.911273364;0.999670027;-0.238570532;0.910087398;0.651313006;0.776808638;ABD31471.1;NC_002745.2;2265805;2266116;-;312;protein_coding;PTS lactose/cellobiose transporter subunit IIA && PF02255:PTS system, Lactose/Cellobiose specific IIA subunit;-
SA_RS11480;-0.157119136;0.998919387;-0.348802713;0.939585244;-1.378997518;0.999892985;-2.166932645;0.22230187;-1.562590443;0.241156436;1.221930463;0.926787849;-2.004047808;0.309416367;-1.415634561;0.293943986;0.195244929;0.955015143;-1.026896581;0.831547606;-1.822501826;0.669956122;-1.228353882;0.508085542;-0.786182957;0.999670027;-0.179135956;0.929921407;0.587231342;0.786532927;lacD;NC_002745.2;2266138;2267118;-;981;protein_coding;tagatose-bisphosphate aldolase && PF01791:DeoC/LacD family aldolase;-
SA_RS11485;-0.113765263;0.998919387;-0.277568785;0.95261002;-1.621438705;0.957901974;-2.251193864;0.141356958;-1.389536502;0.25112231;1.507741973;0.723086572;-2.131509853;0.17818379;-1.285889604;0.284065925;0.167126094;0.960977824;-1.340608931;0.671354829;-1.978181259;0.56710279;-1.127262091;0.53332825;-0.628046927;0.999670027;0.236466708;0.899742969;0.844278949;0.611671928;lacC;NC_002745.2;2267122;2268054;-;933;protein_coding;tagatose-6-phosphate kinase && PF00294:pfkB family carbohydrate kinase;PfkB
SA_RS15280;0.036516294;0.998919387;-0.398502557;0.899533786;-1.65225631;0.839228576;-2.167892276;0.087556039;-1.231849243;0.257438915;1.688186909;0.505279896;-2.197695452;0.057311592;-1.277284443;0.204064996;0.437897189;0.853696639;-1.250531606;0.644820126;-1.773060292;0.530920475;-0.846801432;0.621579849;-0.513822112;0.999670027;0.424266212;0.780729191;0.917913015;0.465777346;lacB;NC_002745.2;2268067;2268582;-;516;protein_coding;galactose-6-phosphate isomerase subunit LacB && PF02502:Ribose/Galactose Isomerase;LacAB_rpiB
SA_RS15285;-0.016598744;0.998919387;-0.582702473;0.821924575;-1.687154926;0.866109852;-1.859815329;0.232747133;-1.004406969;0.428900511;1.670842517;0.586596011;-1.83650866;0.262590294;-0.996558215;0.44731116;0.569377397;0.802154265;-1.101658649;0.746283971;-1.280730896;0.938103295;-0.433878144;0.846732662;-0.170135498;0.999670027;0.687977771;0.641544965;0.837921628;0.621980798;lacA;NC_002745.2;2268598;2269026;-;429;protein_coding;galactose-6-phosphate isomerase subunit LacA && PF02502:Ribose/Galactose Isomerase;LacAB_rpiB
SA_RS11500;0.490219768;0.998919387;-0.185335234;0.836497685;-0.088706357;0.999892985;0.076297028;0.934807623;0.460157207;0.242367958;0.579381263;0.634486842;-0.408497005;0.722064671;-0.033535524;0.977509393;0.67397215;0.305670648;0.09570614;0.978319004;0.256483704;0.999777863;0.634222951;0.235748484;0.164810171;0.999670027;0.547968856;0.10721903;0.36615648;0.370617669;lacR;NC_002745.2;2269393;2270184;-;792;protein_coding;DeoR/GlpR family DNA-binding transcription regulator && PF00455:DeoR C terminal sensor domain|PF08220:DeoR-like helix-turn-helix domain;DeoR
SA_RS11505;0.421584894;0.878394142;0.245231563;0.606584636;-0.011569107;0.999892985;0.203747934;0.697726563;0.415839849;0.145335906;0.431604079;0.765737095;-0.211755419;0.893886044;-0.007330385;0.994548976;0.17721824;0.796757641;-0.25512199;0.849763006;-0.047653568;0.999777863;0.158499348;0.81627385;0.212269417;0.999670027;0.424662537;0.293933332;0.196470998;0.718773722;cobB;NC_002745.2;2270390;2271130;+;741;protein_coding;NAD-dependent protein deacylase && PF02146:Sir2 family;SIR2
SA_RS11510;1.959924131;1;2.565787562;1;1.776714004;1;2.655193476;1;;;0.193533532;1;0.697502922;1;-1.785603541;1;-0.594657493;1;-0.777430694;1;0.114746352;0.999777863;-2.393578293;1;0.901760447;1;-1.587080562;1;-2.47682934;1;ABD32068.1;NC_002745.2;2271167;2271328;+;162;protein_coding;hypothetical protein && -;-
SA_RS11515;0.34050556;0.998919387;-0.200749396;0.998245801;-0.001893282;0.999892985;-0.434154357;0.963660806;-0.721052491;0.899153663;0.340974918;0.999998795;-0.767006778;0.989089165;-1.072872444;0.873876678;0.544792905;0.963923955;0.203156083;0.995832088;-0.238580074;0.999777863;-0.534247991;0.961864857;-0.43116372;0.999670027;-0.715984329;0.917152799;-0.306810082;0.973018464;unknown;NC_002745.2;2271415;2271618;-;204;protein_coding;hypothetical protein && -;-
SA_RS11520;0.56202137;0.998919387;0.788451818;0.441835887;0.158181491;0.999892985;0.600054815;0.638179098;1.345361382;0.026929752;0.401565043;0.999998795;0.046190354;0.998335204;0.779109986;0.197576912;-0.224573036;0.870552121;-0.627991617;0.811875374;-0.191589968;0.999777863;0.547732152;0.563985909;0.442304084;0.999670027;1.187425969;0.100123032;0.727307496;0.304396976;ABD31480.1;NC_002745.2;2271851;2272699;-;849;protein_coding;aldo/keto reductase && PF00248:Aldo/keto reductase family;Aldo_ket_red
Novel00413;-0.12577343;1;0.614224511;1;-0.364594879;0.999892985;0.036531841;1;0.836016816;1;0.238221278;0.999998795;0.170808026;0.993095108;0.964454906;1;-0.737647709;1;-0.972935055;1;-0.578994717;0.999777863;0.212026449;1;0.398925011;1;1.207985689;1;0.782446535;1;Novel00413;NC_002745.2;2272031;2272479;+;449;-;PF00248:Aldo/keto reductase family;Aldo_ket_red
SA_RS11525;0.293996844;0.998919387;0.694002871;0.471775274;0.239802358;0.999892985;0.89383582;0.38871744;1.437263247;0.008044528;0.051972668;0.999998795;0.608772373;0.766516192;1.138867073;0.029785152;-0.399807353;0.725549041;-0.453689097;0.895766179;0.196132657;0.999777863;0.734546653;0.138775397;0.65497347;0.999670027;1.197171049;0.076234776;0.523932965;0.486662673;ABD31481.1;NC_002745.2;2272769;2273185;-;417;protein_coding;MerR family transcriptional regulator && PF13411:MerR HTH family regulatory protein;-
SA_RS11530;0.550521869;1;-2.485473383;1;-0.684420798;0.999892985;-0.963350365;1;-0.472866104;1;1.235318772;0.999998795;-1.518819954;0.929792764;-1.013764306;1;3.01960447;1;1.797497939;1;1.525212963;0.999777863;2.009837652;1;-0.287325269;1;0.197487438;1;0.473616728;1;ABD31482.1;NC_002745.2;2273429;2273596;+;168;protein_coding;hypothetical protein && -;-
SA_RS11535;-0.169831924;0.998919387;-0.888162349;0.041745184;-0.783582804;0.096468145;-0.444094315;0.422161482;-0.617834302;0.129078568;0.614213466;0.765737095;-0.266960907;0.943376038;-0.446574303;0.510751073;0.719368465;0.360107721;0.105576448;0.978319004;0.437834021;0.999777863;0.259798907;0.795049282;0.337520367;0.999670027;0.165977035;0.819714932;-0.188163053;0.854202054;hysA;NC_002745.2;2273593;2276022;+;2430;protein_coding;polysaccharide lyase 8 family protein && PF02278:Polysaccharide lyase family 8, super-sandwich domain|PF02884:Polysaccharide lyase family 8, C-terminal beta-sandwich domain|PF08124:Polysaccharide lyase family 8, N terminal alpha-helical domain;-
SA_RS11540;0.140256394;0.998919387;0.460158349;0.611254093;-0.100273578;0.999892985;0.417126107;0.728552601;0.290248374;0.619772351;0.24000912;0.999998795;0.283034565;0.98246411;0.142816263;0.915475484;-0.318415214;0.818689932;-0.558935314;0.773909572;-0.047747819;0.999777863;-0.181271138;0.85751971;0.517519869;0.999670027;0.391110982;0.612309419;-0.145609056;0.906042847;ABD31484.1;NC_002745.2;2276082;2276936;-;855;protein_coding;M23 family metallopeptidase && PF01551:Peptidase family M23;Peptidase_M23
SA_RS11545;0.117520703;0.998919387;0.645350976;0.365958799;-0.049642344;0.999892985;0.444176388;0.628143376;0.77259727;0.041143014;0.167541078;0.999998795;0.333003496;0.887560074;0.652290815;0.074202962;-0.525352766;0.520022052;-0.693349407;0.610758863;-0.206002809;0.999777863;0.116741016;0.920289812;0.49336989;0.999670027;0.824264036;0.124633152;0.313184911;0.694242393;ABD31485.1;NC_002745.2;2277147;2277962;-;816;protein_coding;HAD-IIB family hydrolase && PF05116:Sucrose-6F-phosphate phosphohydrolase;-
SA_RS11550;0.142890735;0.998919387;-0.521427037;0.896158864;-0.834336845;0.999892985;-0.279434138;0.949037637;-0.706949019;0.688968508;0.975895608;0.999998795;-0.413346914;0.989089165;-0.857773146;0.649909415;0.670759672;0.820599295;-0.308248617;0.984697015;0.23980044;0.999777863;-0.194096357;0.965307636;0.556730653;0.999670027;0.129340431;0.958888051;-0.447313633;0.903673825;ABD31486.1;NC_002745.2;2278257;2278682;+;426;protein_coding;MAP domain-containing protein && PF03642:MAP domain;-
SA_RS11555;0.039708387;0.998919387;-0.463949827;0.639386212;0.114863808;0.999892985;-0.364623573;0.599023658;-0.822423524;0.068608732;-0.076364678;0.999998795;-0.399399248;0.786621361;-0.867780311;0.094187736;0.505537365;0.640829792;0.581591906;0.735439528;0.094230323;0.999777863;-0.3728005;0.752203731;-0.481274532;0.981365879;-0.939214031;0.06027227;-0.475126627;0.427139345;budA;NC_002745.2;2279066;2279770;-;705;protein_coding;acetolactate decarboxylase && PF03306:Alpha-acetolactate decarboxylase;-
SA_RS11560;0.108926867;0.998919387;-0.498065277;0.588719039;-0.18636608;0.999892985;-0.359209883;0.71792659;-0.670631562;0.219546514;0.295823097;0.999998795;-0.462554347;0.822877383;-0.785187625;0.215744694;0.608199324;0.5482315;0.313320204;0.903292425;0.134384889;0.999777863;-0.184972264;0.887806146;-0.17254263;0.999670027;-0.483359694;0.38504091;-0.329210966;0.68783974;alsS;NC_002745.2;2279807;2281471;-;1665;protein_coding;acetolactate synthase AlsS && PF02775:Thiamine pyrophosphate enzyme, C-terminal TPP binding domain|PF02776:Thiamine pyrophosphate enzyme, N-terminal TPP binding domain|PF00205:Thiamine pyrophosphate enzyme, central domain;TPP_enzyme_N
SA_RS15425;-0.396236277;1;-2.371543216;1;-0.586231667;1;0.734006078;1;-1.224768388;1;0.167898197;1;1.152327315;1;-0.845058276;1;1.963034298;1;1.802076126;1;3.092740276;0.999777863;;;1.310089182;1;-0.695628483;1;-2.003406549;1;unknown;NC_002745.2;2281704;2281993;+;290;protein_coding;hypothetical protein && -;-
SA_RS11565;0.057648639;0.998919387;0.400616029;0.941356523;-0.486839671;0.999892985;0.193001077;0.967395041;-0.239493831;0.924946176;0.545465353;0.999998795;0.142750443;0.998335204;-0.306382012;0.903071271;-0.33898635;0.913385998;-0.884335093;0.9100357;-0.212724213;0.999777863;-0.656829617;0.84094559;0.682508523;0.999670027;0.254061947;0.924114531;-0.450159342;0.910935885;ABD31490.1;NC_002745.2;2281965;2282147;-;183;protein_coding;hypothetical protein && -;-
Novel00414;0.120609762;1;2.055477957;1;-0.097929285;1;1.62132435;1;2.56020326;1;0.218530604;1;1.496247582;1;2.440791639;1;-1.930354694;1;-2.147022633;1;-0.428152971;0.999777863;0.505545599;1;1.710163925;1;2.659793581;1;0.933210075;1;Novel00414;NC_002745.2;2282635;2283081;+;447;-;-;-
SA_RS11570;0.070428431;0.998919387;-0.12888905;0.998245801;0.052263322;0.999892985;-0.120051959;0.994615745;-0.276618938;0.962793764;0.018123217;0.999998795;-0.183747033;0.998335204;-0.358033844;0.973325783;0.203610415;0.988721599;0.185114944;0.995832088;0.004049482;0.999777863;-0.161325133;0.989963221;-0.170480027;0.999670027;-0.323840881;0.962113343;-0.174840767;0.986741719;unknown;NC_002745.2;2282721;2283737;-;1017;protein_coding;retron St85 family RNA-directed DNA polymerase && PF00078:Reverse transcriptase (RNA-dependent DNA polymerase);RVT_1
Novel00415;-0.894903921;1;-0.114692475;1;-1.462561608;0.999892985;0.152679179;1;0.581492719;1;0.562879061;1;1.053945358;0.965503142;1.465049239;1;-0.776530376;1;-1.342501062;1;0.260858753;0.999777863;0.678535029;1;1.614231713;1;2.043542502;1;0.412415685;1;Novel00415;NC_002745.2;2283256;2284149;+;894;-;PF00078:Reverse transcriptase (RNA-dependent DNA polymerase);RVT_1
SA_RS11575;0.40611629;0.998919387;-0.448147906;0.982457016;0.254672226;0.999892985;-0.054314303;0.99843631;-0.555767713;0.929197161;0.153697504;0.999998795;-0.453490982;0.998335204;-0.969615248;0.876852012;0.861893787;0.907469136;0.706547116;0.982549609;0.392686293;0.999777863;-0.113308459;0.989963221;-0.304430438;0.999670027;-0.801739691;0.890821411;-0.517085529;0.965515511;unknown;NC_002745.2;2283982;2284611;-;630;protein_coding;hypothetical protein && -;-
SA_RS11580;-0.039756343;0.998919387;-0.332872887;0.992062401;-0.140800398;0.999892985;-0.559116469;0.955644053;-1.075672175;0.836966085;0.104207628;0.999998795;-0.512666786;0.995565717;-1.045787827;0.878716567;0.297833732;0.979957036;0.19494019;0.995832088;-0.229900022;0.999777863;-0.752868508;0.938881385;-0.413347527;0.999670027;-0.923338674;0.890406129;-0.533119155;0.965515511;unknown;NC_002745.2;2284611;2285258;-;648;protein_coding;hypothetical protein && -;-
SA_RS15475;0.068070522;0.998919387;-0.58405389;0.974344739;-0.425205277;0.999892985;-0.34438437;0.970713052;-1.158707421;0.83096039;0.494126821;0.999998795;-0.404555256;0.998335204;-1.238428603;0.862041497;0.655380825;0.946259661;0.1624511;0.995832088;0.233856188;0.999777863;-0.589984145;0.958540437;0.083319315;0.999670027;-0.727326386;0.920004434;-0.835381391;0.942440306;unknown;NC_002745.2;2285338;2285499;-;162;protein_coding;HNH endonuclease && PF01844:HNH endonuclease;HNH
